Date,GPRD
7/26/19,274
7/27/19,110
7/28/19,29
7/29/19,58
7/30/19,223
7/31/19,222
8/1/19,127
8/2/19,248
8/3/19,296
8/4/19,121
8/5/19,312
8/6/19,725
8/7/19,269
8/8/19,327
8/9/19,221
8/10/19,318
8/11/19,58
8/12/19,199
8/13/19,92
8/14/19,117
8/15/19,360
8/16/19,387
8/17/19,241
8/18/19,148
8/19/19,306
8/20/19,195
8/21/19,165
8/22/19,329
8/23/19,278
8/24/19,263
8/25/19,90
8/26/19,249
8/27/19,246
8/28/19,292
8/29/19,308
8/30/19,136
8/31/19,102
9/1/19,168
9/2/19,126
9/3/19,146
9/4/19,166
9/5/19,232
9/6/19,164
9/7/19,116
9/8/19,51
9/9/19,88
9/10/19,82
9/11/19,330
9/12/19,103
9/13/19,138
9/14/19,148
9/15/19,0
9/16/19,216
9/17/19,454
9/18/19,424
9/19/19,377
9/20/19,306
9/21/19,125
9/22/19,62
9/23/19,63
9/24/19,347
9/25/19,124
9/26/19,154
9/27/19,124
9/28/19,80
9/29/19,165
9/30/19,160
10/1/19,175
10/2/19,210
10/3/19,173
10/4/19,280
10/5/19,65
10/6/19,82
10/7/19,207
10/8/19,363
10/9/19,225
10/10/19,255
10/11/19,217
10/12/19,117
10/13/19,132
10/14/19,72
10/15/19,249
10/16/19,181
10/17/19,228
10/18/19,131
10/19/19,115
10/20/19,138
10/21/19,104
10/22/19,42
10/23/19,113
10/24/19,140
10/25/19,35
10/26/19,78
10/27/19,82
10/28/19,142
10/29/19,111
10/30/19,92
10/31/19,127
11/1/19,55
11/2/19,95
11/3/19,27
11/4/19,70
11/5/19,65
11/6/19,92
11/7/19,62
11/8/19,121
11/9/19,171
11/10/19,27
11/11/19,73
11/12/19,208
